,trial_id,global_end_of_trial_date,first_version_date,this_version_date,trial_countries,results_type,recruitment_countries,trial_start_date,error
1476,2004-002550-56,2007-12-16,2016-09-22,2016-09-22,"['HU', 'FI', 'DE', 'CZ']",Document,,,
1477,2006-000987-10,2007-05-30,2015-07-11,2016-06-30,['FI'],Tabular,"{'South Africa': 8, 'Ukraine': 25, 'Brazil': 1, 'Finland': 4, 'India': 51, 'Mexico': 31, 'Russian Federation': 38}",2006-08-21,
1478,2006-003361-14,2015-12-23,2016-12-25,2016-12-25,"['GB', 'AT', 'FI', 'DE', 'IT', 'SE', 'NL', 'PT', 'DK', 'CZ', 'EE']",Tabular,"{'Sweden': 10, 'Switzerland': 3, 'Turkey': 10, 'Ukraine': 47, 'United Kingdom': 40, 'United States': 5, 'Austria': 17, 'Canada': 139, 'Chile': 35, 'Czech Republic': 17, 'Denmark': 5, 'Estonia': 8, 'Finland': 18, 'France': 93, 'Germany': 62, 'Italy': 40, 'Netherlands': 25, 'Norway': 7, 'Poland': 91, 'Portugal': 4, 'Russian Federation': 66}",2006-10-16,
1479,2005-000430-20,2005-06-02,2019-02-13,2019-02-13,['DE'],Document,,,
1480,2005-000443-28,2011-11-22,2017-01-05,2017-01-05,['Outside EU/EEA'],Tabular,"{'Spain': 8, 'Switzerland': 2, 'United States': 31, 'Austria': 3, 'Brazil': 48, 'France': 28, 'Germany': 8, 'Italy': 18, 'Mexico': 41, 'Peru': 19, 'Portugal': 8}",2004-02-05,
1481,2005-000447-28,2006-12-22,2016-05-25,2016-05-25,"['ES', 'DE']",Document,,,
1482,2005-000450-75,2006-12-22,2016-05-25,2016-05-25,"['FI', 'GB', 'DE', 'BE', 'IT']",Document,,,
1483,2006-005227-42,2008-04-23,2016-07-03,2016-07-03,['GB'],Document,,,
1484,2005-000597-53,2007-04-17,2016-05-18,2016-05-18,['DE'],Document,,,
1485,2006-000106-24,2008-10-09,2019-08-24,2019-08-24,['GB'],Document,,,
1486,2006-000132-27,2008-12-30,2016-07-08,2016-07-08,"['NL', 'GB', 'BE', 'ES', 'SE', 'HU', 'PT', 'DK', 'IT']",Document,,,
1487,2006-005305-58,2018-10-18,2019-10-13,2020-01-26,"['NL', 'FR', 'DE', 'IT', 'ES']",Tabular,"{'Spain': 35, 'France': 60, 'Germany': 19, 'Italy': 18, 'Netherlands': 20}",2007-04-11,
1488,2006-001639-23,2008-06-23,2017-01-05,2017-01-05,['ES'],Tabular,"{'Spain': 1458, 'Canada': 20}",2006-09-22,
1489,2006-006085-42,2009-02-27,2016-11-02,2016-11-02,['BE'],Document,,,
1490,2006-005956-34,2007-04-23,2016-08-06,2016-08-06,['GB'],Document,,,
1491,2006-005969-18,2008-01-28,2017-01-06,2017-01-06,"['ES', 'HU']",Document,,,
1492,2005-003357-27,2007-10-22,2016-06-16,2016-06-16,"['DE', 'IT']",Document,,,
1493,2004-004302-24,2005-11-21,2016-08-03,2016-08-03,"['FI', 'DE', 'CZ', 'ES', 'IT']",Document,,,
1494,2004-004308-19,2006-09-29,2018-10-19,2018-10-19,"['DE', 'BE']",Document,,,
1495,2007-001315-31,2013-09-16,2016-08-12,2016-08-12,"['SE', 'DE', 'HU', 'DK', 'CZ', 'BE']",Mixed,"{'Sweden': 73, 'Belgium': 1, 'Czech Republic': 4, 'Denmark': 4, 'Germany': 10}",2008-04-18,
1496,2005-004391-21,2008-01-10,2015-02-12,2016-04-27,"['ES', 'GR', 'DE', 'FR', 'IT']",Document,,,
1497,2004-000558-22,2013-01-10,2015-01-21,2016-02-21,"['IT', 'ES', 'Outside EU/EEA']",Tabular,"{'Spain': 21, 'United States': 32, 'Argentina': 15, 'Austria': 3, 'Chile': 1, 'France': 11, 'Germany': 11, 'Italy': 11, 'Puerto Rico': 2}",2005-02-14,
1498,2004-001862-42,2007-06-21,2016-04-16,2016-04-16,['IE'],Document,,,
1499,2004-001883-39,2005-01-14,2016-08-14,2016-08-14,['AT'],Document,,,
1500,2004-005238-37,2006-02-16,2016-03-04,2016-03-04,['DE'],Document,,,
1501,2007-004301-99,2009-10-02,2015-03-22,2016-05-16,"['SE', 'DK', 'FI', 'DE', 'ES', 'BE', 'GB', 'IE', 'CZ', 'HU', 'FR', 'PL', 'BG', 'IT']",Document,,,
1502,2004-003752-19,2007-04-27,2015-05-07,2016-05-28,"['HU', 'CZ', 'DK', 'SK', 'ES', 'AT']",Document,,,
1503,2004-003753-56,2014-03-25,2018-10-14,2018-10-14,['GB'],Mixed,{'United Kingdom': 80},2005-08-31,
1504,2005-004145-34,2010-09-14,2019-04-10,2019-04-10,"['DK', 'CZ', 'EE']",Document,,,
1505,2005-003771-20,2006-10-18,2018-02-17,2018-02-17,"['DE', 'AT', 'CZ']",Document,,,
1506,2005-003795-37,2005-11-01,2019-06-22,2019-06-22,['GB'],Document,,,
1507,2006-001793-24,2007-09-21,2015-08-13,2016-04-08,"['AT', 'PT']",Document,,,
1508,2006-002241-37,2012-10-10,2018-12-22,2018-12-22,['GB'],Document,,,
1509,2006-001618-34,2008-08-26,2015-04-04,2016-05-16,"['IT', 'FR']",Document,,,
1510,2005-001179-36,2006-07-17,2016-09-22,2016-09-22,['DE'],Document,,,
1511,2005-001185-14,2006-08-21,2016-06-03,2016-06-03,"['FI', 'DE', 'SE', 'DK', 'GB', 'IE', 'BE']",Document,,,
1512,2005-001193-28,2010-03-22,2016-02-12,2016-02-12,['AT'],Document,,,
1513,2004-000120-32,2008-11-18,2016-06-29,2016-06-29,"['AT', 'NO', 'FI', 'GB', 'SE', 'BE', 'DK', 'CZ', 'IT', 'HU', 'ES']",Document,,,
1514,2005-003074-20,2008-12-08,2016-06-10,2016-06-10,['GB'],Document,,,
1515,2006-003444-30,2009-01-15,2016-05-29,2016-05-29,"['FI', 'DE', 'BE', 'NL', 'GB', 'AT', 'DK']",Document,,,
1516,2006-003476-35,2009-06-19,2015-06-14,2016-06-03,['GB'],Tabular,{'United Kingdom': 216},2007-07-09,
1517,2005-000360-45,2006-01-31,2015-02-07,2016-04-27,"['IT', 'DE']",Document,,,
1518,2006-001307-11,2008-12-10,2015-02-15,2016-06-03,"['SE', 'EE', 'FI', 'DE', 'GB']",Document,,,
1519,2004-000955-40,2005-03-04,2016-07-28,2016-07-28,['LV'],Document,,,
1520,2004-000971-33,2008-11-04,2015-02-05,2016-03-21,"['IT', 'CZ']",Document,,,
1521,2004-000975-32,2006-01-05,2016-12-22,2016-12-22,"['ES', 'CZ', 'SK']",Document,,,
1522,2004-000986-37,2010-12-31,2016-12-07,2016-12-07,"['SK', 'CZ', 'ES', 'SE', 'BE', 'IT']",Document,,,
1523,2006-004514-40,2007-08-22,2015-07-18,2016-07-06,['GB'],Document,,,
1524,2005-004767-34,2007-02-06,2016-07-22,2016-07-22,"['GB', 'HU', 'ES', 'LV', 'DE', 'IT']",Document,,,
1525,2005-004768-22,2007-04-16,2016-07-22,2016-07-22,['IT'],Document,,,
1526,2006-002076-18,2007-09-30,2016-02-27,2016-02-27,"['DE', 'AT']",Document,,,
1527,2005-000731-26,2012-04-19,2016-05-08,2016-05-08,"['GB', 'IT', 'DE', 'FR']",Document,,,
1528,2005-003119-62,2008-12-03,2016-06-05,2016-06-05,"['CZ', 'BE', 'SE', 'DE']",Document,,,
1529,2005-003138-16,2009-07-31,2019-08-30,2019-08-30,['GB'],Document,,,
1530,2005-001300-39,2007-07-17,2019-06-19,2019-06-19,"['ES', 'IT']",Document,,,
1531,2004-000368-28,2007-02-28,2014-11-08,2016-02-16,"['DE', 'HU', 'GB', 'CZ', 'AT', 'ES', 'IT']",Document,,,
1532,2004-000370-31,2005-08-08,2014-11-08,2016-02-16,"['HU', 'BE', 'DE', 'ES']",Document,,,
1533,2004-003928-35,2018-03-22,2019-04-04,2019-04-04,['IT'],Tabular,"{'South Africa': 16, 'Spain': 77, 'Tunisia': 16, 'Turkey': 5, 'United Kingdom': 84, 'United States': 325, 'Argentina': 13, 'Australia': 13, 'Brazil': 19, 'Bulgaria': 18, 'Canada': 29, 'Chile': 18, 'Colombia': 3, 'Croatia': 5, 'Czech Republic': 20, 'Denmark': 20, 'France': 130, 'Germany': 104, 'Hungary': 28, 'Ireland': 53, 'Italy': 19, 'Korea, Republic of': 19, 'Mexico': 8, 'Netherlands': 33, 'New Zealand': 2, 'Pakistan': 30, 'Peru': 47, 'Poland': 43, 'Russian Federation': 89}",2013-12-09,
1534,2004-003937-14,2006-10-27,2017-01-05,2017-01-05,['ES'],Tabular,{'Spain': 5},2006-01-20,
1535,2006-001072-21,2008-08-11,2016-11-23,2016-11-23,"['GB', 'DE']",Document,,,
1536,2006-001085-17,2008-08-29,2019-04-21,2019-04-21,['GB'],Mixed,{'United Kingdom': 18},2008-05-09,
1537,2005-001845-40,2006-11-21,2016-08-06,2016-08-06,"['DE', 'SK', 'CZ']",Document,,,
1538,2006-000703-42,2010-09-30,2016-06-02,2016-06-02,['IT'],Document,,,
1539,2006-000708-18,2010-04-19,2015-07-31,2017-02-15,"['SE', 'HU', 'BE', 'DE', 'NL', 'LT', 'DK', 'LV', 'FI', 'SI', 'CZ', 'EE', 'SK', 'IE', 'GB', 'BG', 'IT', 'PT', 'GR', 'AT', 'ES']",Document,,,
1540,2006-004421-28,2008-08-12,2016-12-14,2016-12-14,"['NL', 'DE', 'SE', 'FR', 'BE', 'FI']",Document,,,
1541,2004-000725-30,2008-07-24,2014-11-01,2016-07-12,['GB'],Document,,,
1542,2004-000734-36,2006-03-13,2015-06-28,2019-09-21,['CZ'],Document,,,
1543,2004-005188-12,2010-02-11,2016-12-28,2016-12-28,['GB'],Document,,,
1544,2006-000924-15,2008-12-08,2019-12-18,2019-12-18,"['HU', 'CZ', 'DE', 'SK', 'LT']",Document,,,
1545,2005-004475-37,2007-04-20,2016-06-29,2016-06-29,['GB'],Document,,,
1546,2005-004476-20,2006-03-13,2017-01-25,2017-01-25,['DE'],Document,,,
1547,2005-004482-41,2006-10-23,2016-12-30,2016-12-30,['GB'],Document,,,
1548,2006-005404-13,2009-03-03,2016-04-21,2016-04-21,['DE'],Document,,,
1549,2005-002442-19,2006-08-03,2015-05-06,2016-05-13,"['DE', 'SE', 'IE', 'DK', 'FI', 'ES', 'IT']",Document,,,
1550,2005-004493-25,2006-07-04,2015-06-20,2016-04-27,"['LT', 'EE', 'LV', 'DE']",Tabular,"{'United States': 30, 'Australia': 37, 'Canada': 66, 'Estonia': 34, 'Germany': 14, 'Latvia': 33, 'Lithuania': 36, 'New Zealand': 24, 'Russian Federation': 28}",2006-02-07,
1551,2005-001558-26,2007-06-25,2014-11-08,2016-02-16,"['ES', 'SK', 'LV']",Document,,,
1552,2005-001576-13,2006-09-22,2016-05-12,2016-05-12,['GB'],Document,,,
1553,2006-004733-15,2008-07-09,2015-05-26,2016-02-17,['DE'],Document,,,
1554,2005-005321-63,2007-11-01,2019-06-14,2019-07-31,['IT'],Document,,,
1555,2005-005343-26,2006-08-25,2016-04-07,2016-04-07,"['BE', 'FI']",Document,,,
1556,2006-000604-16,2008-11-06,2016-06-04,2016-06-04,"['SE', 'IT']",Document,,,
1557,2006-000610-20,2006-07-28,2016-02-18,2016-02-18,['IT'],Document,,,
1558,2006-000613-38,2009-10-27,2016-03-09,2016-03-09,"['DE', 'AT']",Document,,,
1559,2007-005317-19,2010-11-01,2014-05-22,2016-02-17,"['NL', 'DE', 'ES', 'IT', 'FR', 'BE', 'GB']",Document,,,
1560,2006-000796-15,2008-03-05,2016-02-06,2016-02-06,"['IE', 'ES', 'AT', 'FR', 'FI', 'DE', 'GB']",Document,,,
1561,2006-002412-10,2007-07-22,2016-06-05,2016-06-05,['DE'],Document,,,
1562,2006-002414-35,2007-02-21,2016-10-28,2016-10-28,"['HU', 'DE', 'NL', 'DK', 'GB', 'SE']",Document,,,
1563,2005-004662-16,2010-04-16,2016-01-31,2016-01-31,['ES'],Document,,,
1564,2005-004667-36,2007-06-20,2016-02-11,2016-02-11,"['GB', 'ES']",Document,,,
1565,2005-004675-37,2009-05-28,2016-06-04,2016-06-04,['DE'],Document,,,
1566,2007-002410-19,2009-03-20,2015-04-09,2016-05-16,"['NL', 'FI', 'BE', 'SE', 'DK', 'FR']",Document,,,
1567,2007-002422-29,2009-06-19,2015-04-09,2016-05-16,"['IE', 'GB', 'AT', 'CZ', 'ES', 'IT', 'BG', 'SK']",Document,,,
1568,2005-005804-17,2007-08-10,2016-07-07,2016-07-07,"['NL', 'DE', 'GB']",Document,,,
1569,2006-004396-35,2013-11-10,2019-12-23,2019-12-23,['GB'],Tabular,{'United Kingdom': 30},2007-01-11,
1570,2006-004397-27,2009-04-22,2014-12-21,2016-07-12,['DE'],Document,,,
1571,2006-004407-19,2007-09-14,2016-07-09,2016-07-09,"['DE', 'LT', 'LV', 'BG']",Document,,,
1572,2004-001218-15,2007-04-27,2018-10-28,2018-10-28,"['DE', 'LT', 'SK', 'HU', 'EE', 'LV', 'SI']",Document,,,
1573,2004-001220-20,2008-06-23,2016-06-02,2016-06-02,"['AT', 'GB', 'DE', 'ES', 'IT']",Document,,,
1574,2007-002810-20,2008-09-01,2016-10-09,2016-10-09,"['LT', 'NL']",Document,,,
1575,2007-002823-34,2009-05-19,2016-06-25,2016-06-25,"['SE', 'FR', 'DE', 'IT', 'ES', 'DK', 'BE', 'NL', 'GB']",Document,,,
1576,2006-002667-33,2009-04-28,2017-03-24,2017-03-24,['BE'],Document,,,
1577,2005-005055-18,2007-08-01,2016-10-05,2016-10-05,"['GB', 'FI', 'HU', 'DE']",Document,,,
1578,2005-005966-35,2009-07-07,2017-05-19,2017-05-19,['DE'],Document,,,
1579,2005-005985-35,2007-02-09,2018-07-07,2018-07-07,"['NL', 'CZ']",Document,,,
1580,2005-002218-39,2007-11-08,2016-06-24,2016-06-24,['GB'],Document,,,
1581,2005-002233-12,2009-07-21,2016-04-13,2016-04-13,['DE'],Document,,,
1582,2005-003230-18,2006-01-21,2019-12-18,2019-12-18,['GB'],Document,,,
1583,2005-005871-14,2007-07-10,2016-02-18,2016-02-18,['IT'],Document,,,
1584,2005-005883-10,2007-09-25,2015-08-08,2016-07-08,['AT'],Document,,,
1585,2006-000850-33,2007-04-10,2017-01-05,2017-01-05,"['GB', 'BE', 'DK', 'ES', 'IT']",Document,,,
1586,2006-000864-94,2015-04-22,2016-07-30,2016-07-30,"['BE', 'FR', 'GB', 'SI']",Tabular,"{'Slovenia': 4, 'Switzerland': 8, 'United Kingdom': 5, 'Belgium': 14, 'France': 97}",2010-10-26,
1587,2006-000871-13,2006-10-30,2017-01-02,2017-01-02,['DE'],Document,,,
1588,2006-000873-32,2008-07-30,2019-02-21,2019-02-21,['GB'],Document,,,
1589,2006-006513-33,2008-10-14,2016-11-17,2016-11-17,['GB'],Document,,,
1590,2005-005533-35,2007-07-16,2015-06-26,2016-07-08,"['BE', 'ES', 'HU', 'CZ']",Document,,,
1591,2005-005542-39,2009-04-04,2017-01-04,2017-01-04,"['ES', 'IT', 'SE', 'DE']",Document,,,
1592,2006-002087-26,2008-09-05,2016-12-30,2016-12-30,"['FR', 'DE', 'IT', 'AT', 'GB', 'ES']",Document,,,
1593,2006-002095-18,2007-07-13,2016-08-17,2016-08-17,['BE'],Document,,,
1594,2006-001891-19,2006-05-24,2018-12-16,2018-12-16,['DE'],Document,,,
1595,2004-002065-20,2010-05-25,2019-12-19,2019-12-19,['GB'],Document,,,
1596,2005-005448-21,2011-03-29,2018-11-11,2018-11-11,"['FI', 'ES', 'DE', 'HU', 'IT', 'IE', 'AT', 'CZ', 'GB']",Document,,,
1597,2005-005449-20,2007-11-21,2015-07-17,2016-02-10,"['FI', 'PT', 'ES', 'DE', 'HU', 'SE', 'GR', 'DK', 'IT', 'BE', 'Outside EU/EEA']",Tabular,"{'Spain': 21, 'Sweden': 35, 'Turkey': 21, 'Canada': 134, 'Denmark': 2, 'Finland': 9, 'France': 109, 'Germany': 55, 'Greece': 17, 'Hungary': 24, 'Italy': 68, 'Netherlands': 2, 'Portugal': 2, 'Russian Federation': 48}",2006-08-28,
1598,2008-000422-39,2011-06-08,2016-05-20,2016-05-20,"['SE', 'NL', 'ES', 'FI', 'DK', 'GB', 'BE', 'DE', 'IT']",Document,,,
1599,2006-002499-16,2012-03-01,2015-06-20,2016-07-06,"['DE', 'IT']",Document,,,
1600,2006-006947-30,2007-07-25,2016-07-27,2016-07-27,"['LT', 'FR', 'EE', 'CZ']",Document,,,
1601,2006-006949-13,2010-09-30,2019-10-18,2019-10-18,['GB'],Document,,,
1602,2006-001265-41,2009-05-01,2019-03-24,2019-03-24,['GB'],Document,,,
1603,2006-001281-16,2007-07-31,2016-11-02,2016-11-02,"['SE', 'DE', 'ES', 'EE']",Document,,,
1604,2005-006052-37,2007-06-06,2016-09-15,2016-09-15,['DE'],Document,,,
1605,2006-004608-37,2009-07-17,2016-12-08,2016-12-08,"['DE', 'ES', 'IT', 'CZ', 'GR', 'SE', 'BE']",Document,,,
1606,2006-004611-21,2008-10-21,2016-06-03,2016-06-03,['GB'],Document,,,
1607,2006-000224-13,2009-02-16,2015-02-07,2016-03-21,"['SE', 'BE', 'IT']",Document,,,
1608,2006-004888-54,2009-03-27,2016-12-24,2016-12-24,"['GB', 'FR', 'LT', 'ES', 'AT', 'DK', 'SE', 'IT', 'DE']",Document,,,
1609,2005-004009-26,2017-12-11,2019-02-20,2020-06-13,"['HU', 'BE', 'CZ', 'LT', 'DE', 'FR', 'IT', 'GR', 'BG', 'ES']",Tabular,"{'South Africa': 12, 'Spain': 63, 'Taiwan': 19, 'Ukraine': 122, 'United States': 62, 'Argentina': 67, 'Australia': 14, 'Belgium': 42, 'Brazil': 120, 'Bulgaria': 15, 'Canada': 25, 'Croatia': 9, 'Czech Republic': 23, 'France': 8, 'Germany': 2, 'Greece': 3, 'Hungary': 42, 'Israel': 17, 'Italy': 8, 'Lithuania': 6, 'Mexico': 22, 'Poland': 41, 'Romania': 34, 'Russian Federation': 300, 'Serbia': 20, 'Singapore': 6}",2006-09-20,
1610,2005-004024-39,2008-09-16,2016-08-28,2016-08-28,"['ES', 'PT']",Document,,,
1611,2005-004032-48,2006-08-22,2016-09-22,2016-09-22,['SE'],Document,,,
1612,2007-000304-32,2009-03-23,2015-08-01,2016-06-29,['ES'],Tabular,{'Spain': 449},2007-07-04,
1613,2006-001763-36,2009-04-30,2016-04-20,2016-04-20,"['NL', 'SE', 'CZ', 'BE', 'DE', 'HU']",Document,,,
1614,2006-001767-31,2011-04-15,2019-12-02,2019-12-02,['GB'],Document,,,
1615,2006-004237-15,2008-09-01,2016-12-31,2016-12-31,['GB'],Document,,,
1616,2006-004245-42,2009-03-16,2019-03-22,2019-03-22,['GB'],Document,,,
1617,2006-004247-29,2009-06-23,2016-10-30,2016-10-30,['DE'],Document,,,
1618,2006-004260-31,2010-07-29,2019-02-28,2019-02-28,['GB'],Document,,,
1619,2004-004799-35,2007-02-23,2016-05-29,2016-05-29,"['CZ', 'DE', 'IT']",Document,,,
1620,2004-004825-87,2006-05-08,2016-12-28,2016-12-28,"['HU', 'DE', 'CZ']",Document,,,
1621,2004-004852-38,2007-08-28,2016-11-16,2016-11-16,['IT'],Document,,,
1622,2007-000097-23,2007-09-13,2018-12-16,2018-12-16,['NL'],Document,,,
1623,2005-002888-88,2008-11-06,2017-01-06,2018-08-18,['IT'],Document,,,
1624,2006-003501-71,2008-05-05,2016-04-13,2016-04-13,['IT'],Document,,,
1625,2006-003502-26,2011-09-30,2019-03-22,2019-03-22,['GB'],Document,,,
1626,2006-003512-22,2008-11-19,2016-04-16,2016-04-16,"['FR', 'DE']",Document,,,
1627,2005-004270-25,2008-02-21,2014-11-28,2016-11-10,"['GB', 'BE']",Document,,,
1628,2007-001506-25,2009-01-07,2017-12-15,2017-12-15,"['DE', 'FR']",Document,,,
1629,2007-001526-27,2010-01-05,2019-03-31,2019-03-31,['GB'],Document,,,
1630,2007-001545-17,2009-09-09,2016-04-16,2016-04-16,"['DE', 'BE', 'FR', 'PL', 'IT']",Tabular,"{'Ukraine': 5, 'Belgium': 6, 'Denmark': 6, 'France': 6, 'Italy': 6, 'Poland': 6}",2007-09-17,
1631,2004-002362-37,2005-06-07,2014-11-08,2016-02-16,['SE'],Document,,,
1632,2004-002370-39,2005-11-09,2015-08-16,2017-02-01,"['IT', 'Outside EU/EEA']",Tabular,"{'Belgium': 9, 'United States': 83, 'Italy': 10, 'France': 7}",2004-10-13,
1633,2004-004394-28,2008-08-20,2018-10-13,2018-10-13,['GB'],Document,,,
1634,2006-003132-29,2008-04-04,2015-07-19,2016-02-25,"['IE', 'SI', 'BE', 'CZ', 'AT', 'SE', 'DE', 'PT', 'IT', 'GB', 'ES']",Document,,,
1635,2006-003148-51,2010-04-15,2015-07-21,2016-03-30,"['GB', 'FR', 'DE', 'AT', 'ES', 'FI', 'IT']",Tabular,"{'Spain': 2, 'Switzerland': 2, 'United Kingdom': 5, 'United States': 10, 'Austria': 1, 'Canada': 3, 'Finland': 2, 'France': 1, 'Germany': 6, 'Israel': 8, 'Italy': 1}",2008-08-18,
1636,2005-003570-22,2007-03-30,2019-01-02,2019-01-02,['GB'],Document,,,
1637,2006-002330-38,2017-03-09,2019-06-23,2019-06-23,['GB'],Mixed,{'United Kingdom': 23},2007-04-12,
1638,2006-002902-74,2007-03-23,2017-01-02,2017-01-02,['LV'],Document,,,
1639,2006-001449-33,2009-04-03,2016-04-29,2016-04-29,"['DE', 'ES', 'CZ', 'SK', 'SE', 'GR', 'IT']",Document,,,
1640,2006-003238-14,2007-06-14,2016-09-26,2016-09-26,"['DE', 'NO', 'BE']",Document,,,
1641,2006-000753-22,2007-09-27,2017-01-06,2017-01-06,['GB'],Document,,,
1642,2006-001195-21,2008-04-01,2016-10-05,2016-10-05,['EE'],Document,,,
1643,2006-005851-14,2008-08-26,2019-12-18,2019-12-18,"['EE', 'LT', 'HU', 'LV']",Document,,,
1644,2006-005886-21,2009-05-07,2016-12-10,2016-12-10,['FR'],Document,,,
1645,2006-005890-24,2016-11-16,2017-11-30,2017-11-30,['GB'],Tabular,{'United Kingdom': 297},2008-04-16,
1646,2006-005523-42,2011-01-28,2016-09-17,2016-09-17,"['BE', 'CZ', 'NL', 'GB', 'HU', 'FR', 'DE', 'IT', 'ES']",Document,,,
1647,2005-000085-39,2008-06-19,2016-04-16,2016-04-16,"['DK', 'PT', 'DE', 'GB', 'SE', 'ES', 'GR', 'AT', 'FI', 'BE', 'IT']",Document,,,
1648,2005-000086-19,2008-10-19,2016-07-22,2016-07-22,"['HU', 'GB', 'SE', 'IT', 'DE', 'ES']",Document,,,
1649,2004-003236-59,2007-10-12,2015-07-19,2016-07-13,"['GB', 'IE', 'AT', 'BE', 'DE', 'IT', 'ES']",Document,,,
1650,2004-002856-32,2006-04-27,2016-04-23,2016-04-23,['IT'],Document,,,
1651,2004-004131-57,2010-10-14,2016-06-26,2016-06-26,"['FI', 'SE', 'BE', 'CZ', 'HU', 'DE', 'PT', 'SK', 'GB', 'IT', 'PL', 'AT', 'IS']",Document,,,
1652,2004-004149-16,2008-04-30,2017-01-05,2017-01-05,['ES'],Document,,,
1653,2004-004150-51,2005-07-28,2016-08-05,2016-08-05,['GB'],Document,,,
1654,2005-005149-20,2010-11-30,2016-04-29,2016-04-29,['ES'],Document,,,
1655,2005-005153-22,2010-01-20,2016-12-24,2016-12-24,"['SE', 'FI', 'DK', 'PT', 'BE', 'DE', 'GB', 'IT', 'ES']",Document,,,
1656,2006-004072-12,2007-03-02,2016-08-03,2016-08-03,"['DK', 'DE']",Document,,,
1657,2004-001252-36,2006-06-16,2017-01-06,2017-01-06,"['IT', 'DE', 'ES']",Document,,,
1658,2006-001218-34,2007-09-18,2016-08-31,2016-08-31,['SE'],Document,,,
1659,2006-001219-31,2007-10-02,2016-10-12,2016-10-12,['DE'],Document,,,
1660,2006-001230-41,2008-10-02,2016-07-20,2016-07-20,"['SE', 'FI', 'DE', 'GB', 'DK', 'PT', 'CZ', 'IT']",Document,,,
1661,2006-005455-15,2008-10-29,2015-08-06,2016-07-13,"['DE', 'ES', 'FR', 'GB', 'Outside EU/EEA']",Tabular,"{'United Kingdom': 9, 'France': 16, 'Germany': 4, 'United States': 5, 'India': 1}",2007-06-04,
1662,2006-005470-41,2007-01-12,2019-11-29,2019-11-29,['GB'],Tabular,{'United Kingdom': 20},2006-11-20,
1663,2005-004977-12,2011-05-26,2016-01-31,2016-01-31,"['SI', 'FI', 'SE', 'SK', 'IT', 'GR', 'DE', 'ES']",Document,,,
1664,2005-004988-27,2008-09-07,2016-10-13,2016-10-13,"['DE', 'BE', 'ES', 'HU', 'IT']",Document,,,
1665,2005-005624-13,2006-11-21,2017-01-25,2017-01-25,['DE'],Document,,,
1666,2005-005636-28,2008-05-13,2016-06-04,2016-06-04,['ES'],Document,,,
1667,2007-001720-13,2010-01-22,2016-11-22,2016-11-22,['NL'],Document,,,
1668,2005-000823-40,2006-04-21,2016-05-29,2016-05-29,"['HU', 'CZ', 'PT', 'IT']",Document,,,
1669,2005-000839-17,2007-01-24,2018-05-16,2018-05-16,"['IT', 'DE']",Document,,,
1670,2005-000859-15,2008-05-01,2016-01-31,2016-01-31,['IT'],Document,,,
1671,2007-001035-58,2008-10-07,2015-02-12,2016-04-27,"['ES', 'PT', 'IT']",Document,,,
1672,2007-001039-72,2017-01-18,2017-06-11,2017-06-11,['GB'],Tabular,"{'United Kingdom': 118, 'Australia': 201, 'Canada': 124}",2009-04-22,
1673,2005-003436-21,2008-04-23,2019-02-08,2019-02-08,"['GB', 'HU', 'DE', 'CZ']",Document,,,
1674,2006-002766-20,2011-07-18,2016-09-14,2016-09-14,"['GB', 'DE', 'NL']",Document,,,
1675,2006-002036-25,2008-06-21,2019-05-03,2019-05-03,['GB'],Document,,,
1676,2006-002982-38,2011-09-16,2016-06-24,2016-06-24,"['BE', 'CZ', 'AT', 'LT', 'SK', 'DE', 'FI', 'FR', 'EE', 'DK', 'IT', 'GR', 'PT', 'ES']",Document,,,
1677,2005-002757-45,2008-01-31,2014-11-07,2016-07-12,"['GB', 'IT']",Document,,,
1678,2005-002779-34,2008-01-21,2014-11-12,2016-07-12,['IT'],Document,,,
1679,2005-002789-12,2006-01-13,2015-06-21,2016-04-13,['GB'],Document,,,
1680,2005-001688-74,2008-10-31,2019-02-16,2019-02-16,['GB'],Document,,,
1681,2005-001698-89,2015-06-05,2015-07-31,2016-07-08,['GB'],Tabular,{'United Kingdom': 26},2007-04-27,
1682,2005-001714-41,2008-12-23,2016-04-15,2016-04-15,"['ES', 'CZ', 'HU', 'PT']",Document,,,
1683,2006-003844-41,2010-06-15,2019-12-18,2019-12-18,['GB'],Document,,,
1684,2005-006162-33,2007-12-01,2016-06-04,2016-06-04,['IT'],Document,,,
1685,2005-003460-35,2006-07-13,2016-07-15,2016-07-15,['ES'],Document,,,
1686,2008-000586-26,2015-06-26,2016-07-22,2016-07-22,['GB'],Tabular,{'United Kingdom': 71},2009-09-01,
1687,2008-000587-17,2010-03-30,2015-06-04,2016-07-08,"['GB', 'AT', 'SE', 'ES', 'FI', 'IE', 'PT', 'CZ', 'DK', 'FR', 'BE', 'NL', 'HU', 'DE', 'GR', 'IT']",Document,,,
1688,2007-005881-11,2011-01-14,2016-05-10,2016-05-10,"['DE', 'CZ', 'NL', 'BG']",Document,,,
1689,2006-006275-21,2011-06-30,2019-06-15,2019-06-15,['GB'],Document,,,
1690,2006-006277-24,2012-08-08,2016-10-26,2016-10-26,"['DE', 'BE', 'HU', 'GB', 'CZ', 'GR', 'ES', 'AT', 'FI', 'SE', 'FR', 'EE', 'IT', 'DK', 'NL']",Document,,,
1691,2006-006297-23,2009-09-01,2018-10-13,2018-10-13,['GB'],Document,,,
