,trial_id,global_end_of_trial_date,first_version_date,this_version_date,trial_countries,results_type,recruitment_countries,trial_start_date,error
213,2006-000574-69,2007-11-07,2018-11-25,2018-11-25,['DK'],Document,,,
214,2007-001810-18,2013-01-25,2016-05-29,2016-05-29,['GB'],Document,,,
215,2006-000415-15,2007-08-11,2015-05-14,2016-02-02,['ES'],Document,,,
216,2006-000435-99,2007-09-14,2016-07-14,2016-07-14,['CZ'],Tabular,{'Czech Republic': 212},2006-06-12,
217,2006-002787-26,2014-08-31,2018-11-01,2018-11-01,"['AT', 'NL', 'DE', 'ES', 'GR', 'GB']",Tabular,"{'Spain': 1, 'Austria': 29, 'Germany': 23, 'Greece': 3, 'Italy': 6, 'Netherlands': 28}",2007-05-01,
218,2006-002214-35,2006-08-16,2016-12-31,2016-12-31,['AT'],Document,,,
219,2009-011355-46,2012-03-26,2014-11-30,2016-07-12,['GB'],Document,,,
220,2009-011360-10,2014-01-24,2015-07-31,2016-07-22,"['ES', 'PT', 'GB', 'NL', 'FI', 'LV', 'HU', 'CZ', 'SK', 'IE', 'BE', 'FR', 'LT', 'DE', 'AT', 'SE', 'IT', 'GR', 'EE', 'SI', 'BG', 'DK', 'NO']",Tabular,"{'Slovakia': 379, 'Slovenia': 68, 'South Africa': 374, 'Spain': 235, 'Sweden': 57, 'Switzerland': 50, 'Taiwan': 198, 'Thailand': 96, 'Turkey': 96, 'Ukraine': 1894, 'United Kingdom': 118, 'Uruguay': 29, 'Vietnam': 171, 'Argentina': 954, 'Armenia': 239, 'Australia': 116, 'Austria': 19, 'Belgium': 52, 'Brazil': 853, 'Bulgaria': 1121, 'Canada': 254, 'China': 975, 'Croatia': 197, 'Czech Republic': 539, 'Denmark': 76, 'Estonia': 387, 'Finland': 8, 'France': 99, 'Georgia': 102, 'Germany': 309, 'Greece': 77, 'Hungary': 981, 'India': 295, 'Ireland': 47, 'Italy': 384, 'Kazakhstan': 141, 'Korea, Republic of': 446, 'Latvia': 440, 'Lithuania': 302, 'Macedonia, the former Yugoslav Republic of': 224, 'Malaysia': 74, 'Mexico': 559, 'Netherlands': 555, 'Norway': 56, 'Philippines': 30, 'Poland': 1157, 'Portugal': 27, 'Romania': 892, 'Russian Federation': 2119, 'Serbia': 210, 'Singapore': 21}",2009-09-25,
221,2008-002288-14,2011-10-24,2019-06-01,2019-06-01,['GB'],Document,,,
222,2008-002298-11,2008-11-17,2015-06-12,2016-07-08,['FR'],Document,,,
223,2007-005668-28,2015-06-22,2016-05-29,2016-05-29,"['GB', 'NL', 'PT', 'DE', 'CZ', 'FR']",Tabular,"{'United Kingdom': 2, 'United States': 5, 'Argentina': 6, 'Brazil': 1, 'Canada': 4, 'Czech Republic': 1, 'Netherlands': 5, 'Norway': 2, 'Poland': 5}",2008-06-17,
224,2007-005925-31,2012-03-26,2018-10-10,2018-10-10,['IT'],Document,,,
225,2007-005931-27,2010-05-01,2016-10-01,2016-10-01,"['HU', 'PL', 'CZ']",Document,,,
226,2007-005936-99,2012-01-25,2016-05-05,2016-05-05,['GR'],Document,,,
227,2007-005939-28,2011-06-21,2015-06-04,2016-07-08,"['ES', 'FR']",Document,,,
228,2009-011720-59,2015-08-24,2016-09-08,2016-09-08,"['FR', 'DE', 'ES', 'GB', 'BE', 'HU', 'NL', 'CZ', 'IE', 'IT']",Tabular,"{'Canada': 14, 'United States': 84, 'Argentina': 50, 'Brazil': 6, 'Mexico': 4, 'Belgium': 1, 'Germany': 33, 'Ireland': 1, 'Italy': 8, 'Spain': 6, 'United Kingdom': 6, 'Czech Republic': 67, 'Hungary': 28, 'Poland': 101}",2010-03-02,
229,2007-005118-37,2011-04-08,2018-01-18,2018-01-18,"['GB', 'FR', 'FI', 'ES', 'DE', 'BE', 'GR', 'SE', 'DK', 'IT']",Document,,,
230,2008-007938-21,2011-05-13,2015-04-09,2016-05-16,"['FI', 'SK', 'SE', 'DE', 'EE', 'FR', 'AT', 'ES', 'CZ', 'LT', 'HU', 'LV', 'IT']",Document,,,
231,2008-007939-41,2011-09-12,2016-09-14,2016-09-14,['ES'],Tabular,{'Spain': 449},2009-08-24,
232,2008-007944-33,2012-07-05,2016-04-21,2016-04-21,"['AT', 'ES', 'FI', 'SK', 'CZ', 'LT', 'IS', 'BE', 'PT', 'EE', 'DK', 'LV', 'HU', 'DE', 'FR', 'NL', 'PL', 'GB', 'SE', 'IT']",Document,,,
233,2006-001562-16,2009-05-01,2019-02-17,2019-02-17,['GB'],Document,,,
234,2006-002938-38,2009-05-31,2019-11-27,2019-11-27,['DE'],Document,,,
235,2006-002943-10,2008-06-24,2016-07-08,2016-07-08,"['ES', 'GB', 'DE']",Document,,,
236,2008-005508-14,2013-05-20,2019-12-20,2019-12-20,['GB'],Document,,,
237,2008-005532-32,2009-02-26,2019-01-23,2019-01-23,['AT'],Document,,,
238,2006-003103-39,2009-06-25,2019-10-04,2019-10-04,['GB'],Document,,,
239,2006-003107-39,2007-01-19,2016-08-31,2016-08-31,"['DE', 'GB', 'AT', 'IT']",Document,,,
240,2008-007024-26,2010-09-27,2014-11-27,2016-07-12,['DE'],Document,,,
241,2008-007026-19,2012-12-20,2016-04-06,2016-04-06,['GB'],Document,,,
242,2007-004277-26,2010-11-22,2015-08-05,2016-03-22,"['BE', 'FR', 'ES', 'GB', 'IE', 'DK', 'DE', 'NL', 'IT', 'PT', 'AT', 'Outside EU/EEA']",Tabular,"{'Spain': 13, 'Switzerland': 5, 'United Kingdom': 12, 'United States': 95, 'Austria': 2, 'Belgium': 21, 'Denmark': 7, 'France': 20, 'Germany': 36, 'Ireland': 13, 'Italy': 47, 'Netherlands': 3}",2008-08-07,
243,2008-000452-27,2012-02-29,2015-08-05,2016-07-01,"['BE', 'GB']",Tabular,"{'United Kingdom': 7, 'United States': 28, 'Belgium': 3, 'Brazil': 6, 'Poland': 5}",2008-04-14,
244,2006-005476-40,2011-12-15,2015-07-30,2016-03-26,"['GB', 'FR', 'DK', 'IT', 'PL', 'ES']",Tabular,"{'Poland': 9, 'Spain': 13, 'United Kingdom': 20, 'Belgium': 4, 'Denmark': 2, 'France': 30, 'Italy': 1, 'Australia': 4}",2007-04-30,
245,2006-005492-17,2008-02-17,2016-02-11,2016-02-11,"['HU', 'LV', 'SK', 'EE', 'LT', 'BG']",Document,,,
246,2007-000872-18,2014-08-05,2016-05-11,2016-05-11,"['BE', 'SE', 'DE', 'NO', 'CZ', 'ES', 'DK', 'NL', 'GR', 'SK', 'IT', 'GB']",Tabular,"{'Slovakia': 1, 'Spain': 10, 'United Kingdom': 8, 'United States': 18, 'Argentina': 12, 'Australia': 5, 'Belgium': 8, 'Brazil': 6, 'Canada': 6, 'Czech Republic': 3, 'Germany': 6, 'Greece': 4, 'Italy': 13, 'Mexico': 4, 'Netherlands': 3, 'Norway': 2, 'Poland': 3}",2008-05-09,
247,2007-000896-41,2011-05-30,2015-02-13,2016-03-08,"['HU', 'NL', 'ES', 'SE', 'BE', 'FR', 'CZ', 'DE', 'AT', 'IT', 'GB']",Document,,,
248,2007-000903-14,2010-06-15,2020-01-02,2020-01-02,['GB'],Document,,,
249,2006-006821-15,2008-09-15,2015-02-15,2016-04-27,['DE'],Document,,,
250,2006-006838-17,2012-04-24,2016-12-19,2016-12-19,['IT'],Document,,,
251,2008-003303-31,2011-06-26,2014-10-30,2016-07-12,"['NL', 'DE', 'HU', 'AT', 'IT']",Document,,,
252,2008-003314-97,2015-06-03,2016-08-20,2016-08-20,"['DE', 'AT', 'NL', 'IT', 'CZ', 'DK', 'ES', 'IE', 'BE', 'GB', 'HU', 'FR', 'GR']",Tabular,"{'Romania': 24, 'Netherlands': 42, 'Poland': 2, 'Spain': 42, 'United Kingdom': 31, 'Austria': 20, 'Belgium': 19, 'Czech Republic': 16, 'Denmark': 46, 'France': 77, 'Germany': 30, 'Greece': 4, 'Hungary': 21, 'Ireland': 8, 'Italy': 52, 'Argentina': 73, 'Australia': 33, 'Brazil': 79, 'Canada': 7, 'Chile': 32, 'Colombia': 7, 'Israel': 10, 'Mexico': 46, 'Peru': 19, 'Puerto Rico': 4, 'Russian Federation': 29, 'United States': 215}",2009-05-26,
253,2007-005210-39,2012-03-30,2017-01-03,2017-01-03,"['NL', 'SE', 'GB', 'HU', 'SK', 'FR', 'FI', 'DE', 'BE', 'AT', 'PT', 'LT', 'ES', 'GR', 'DK', 'CZ', 'IT', 'BG', 'IE', 'MT']",Document,,,
254,2009-010937-38,2011-02-23,2016-04-21,2016-04-21,['FR'],Document,,,
255,2008-008857-53,2011-11-03,2016-06-02,2016-06-02,['GB'],Document,,,
256,2009-011396-77,2013-03-28,2015-08-01,2016-06-29,"['FR', 'GB', 'IT', 'Outside EU/EEA']",Tabular,"{'United Kingdom': 27, 'France': 9, 'Italy': 11, 'Saudi Arabia': 3, 'Lebanon': 56, 'Egypt': 23, 'United States': 29}",2009-11-03,
257,2008-002679-29,2008-12-01,2016-12-30,2016-12-30,"['FR', 'DE', 'HU']",Document,,,
258,2010-021394-37,2012-11-20,2016-12-23,2016-12-23,"['DE', 'HU', 'BE', 'CZ', 'SK', 'ES', 'AT', 'BG', 'IT']",Document,,,
259,2009-017946-30,2017-04-19,2018-05-02,2018-05-02,"['HU', 'GB', 'SK', 'AT', 'BE', 'IT', 'DK', 'DE', 'PL', 'GR', 'LV', 'ES', 'FR']",Tabular,"{'Canada': 9, 'United States': 23, 'Australia': 11, 'Austria': 15, 'Belgium': 37, 'Denmark': 2, 'France': 4, 'Germany': 12, 'Italy': 37, 'New Zealand': 7, 'United Kingdom': 26, 'Hong Kong': 9, 'Hungary': 14, 'Poland': 3, 'Singapore': 5, 'Slovakia': 9}",2011-04-18,
260,2008-004847-12,2011-11-16,2015-08-02,2016-07-01,"['HU', 'BE', 'NL', 'IT', 'BG', 'DK']",Tabular,"{'South Africa': 12, 'United States': 133, 'Australia': 7, 'Belgium': 11, 'Bulgaria': 24, 'Hungary': 51, 'Israel': 36, 'Italy': 5, 'Netherlands': 9, 'Poland': 56}",2009-11-04,
261,2008-006177-32,2011-03-02,2016-04-20,2016-04-20,"['CZ', 'FR', 'DE', 'ES', 'PT', 'IT', 'GB']",Document,,,
262,2010-023400-28,2013-07-20,2016-10-29,2016-10-29,['ES'],Document,,,
263,2006-002257-76,2009-03-01,2015-02-12,2016-04-27,"['HU', 'BE', 'SE', 'LT', 'SK', 'FI', 'GB', 'LV', 'PT', 'EE', 'FR', 'AT', 'GR', 'DE', 'IT', 'ES']",Document,,,
264,2010-021214-39,2013-10-21,2018-03-06,2018-03-06,['LV'],Tabular,"{'South Africa': 77, 'Ukraine': 134, 'United States': 594, 'Japan': 270, 'Latvia': 85, 'Poland': 220, 'Russian Federation': 36}",2010-12-16,
265,2007-004298-24,2014-09-18,2018-12-06,2018-12-06,['GB'],Mixed,{'United Kingdom': 1224},2009-01-01,
266,2007-001975-12,2009-12-16,2016-07-08,2016-07-08,"['FR', 'BE', 'FI', 'ES', 'AT']",Document,,,
267,2010-020798-17,2017-11-29,2018-12-12,2018-12-12,['DE'],Tabular,"{'Germany': 5, 'Poland': 11, 'Romania': 38, 'Russian Federation': 20, 'Ukraine': 16, 'United States': 11}",2011-02-08,
268,2008-004764-39,2011-10-06,2016-10-13,2016-10-13,"['LT', 'LV', 'EE', 'BG']",Document,,,
269,2008-004794-18,2010-05-25,2016-07-30,2016-07-30,"['GB', 'DE']",Document,,,
270,2009-014846-26,2012-05-14,2016-10-06,2016-10-06,"['FR', 'BE', 'GB', 'NL', 'DE', 'ES', 'IT']",Document,,,
271,2006-002744-28,2014-04-16,2016-06-25,2016-06-25,['DE'],Mixed,{'Germany': 191},2006-10-09,
272,2006-002749-35,2008-07-21,2015-01-28,2016-03-08,"['NL', 'FR', 'DE']",Document,,,
273,2010-018911-13,2014-09-07,2015-08-12,2016-04-09,"['PL', 'BG', 'HU']",Tabular,"{'Taiwan': 1, 'Ukraine': 98, 'United States': 105, 'Bulgaria': 70, 'Croatia': 7, 'Hungary': 12, 'India': 93, 'Philippines': 12, 'Poland': 24, 'Romania': 17, 'Russian Federation': 73, 'Serbia': 12}",2010-08-31,
274,2007-007129-38,2014-09-09,2016-07-29,2016-07-29,"['IE', 'CZ', 'DE', 'FI', 'SE', 'EE', 'DK']",Tabular,"{'Sweden': 17, 'Australia': 17, 'Canada': 25, 'Czech Republic': 2, 'Denmark': 35, 'Estonia': 2, 'Finland': 3, 'Germany': 15, 'Ireland': 19, 'Poland': 4, 'Romania': 1}",2008-04-02,
275,2009-016012-21,2012-05-08,2015-05-21,2018-09-16,['BE'],Tabular,{'Belgium': 180},2010-06-15,
276,2010-020005-32,2013-01-31,2016-07-29,2016-07-29,"['GB', 'NL', 'FI', 'SK', 'DK', 'BG', 'GR']",Document,,,
277,2009-013421-42,2014-10-09,2016-08-13,2016-08-13,"['DE', 'AT']",Mixed,"{'Austria': 15, 'Germany': 58, 'Russian Federation': 18}",2009-12-07,
278,2009-013429-40,2011-10-20,2016-10-06,2016-10-06,['GB'],Document,,,
279,2009-013441-28,2013-04-15,2015-03-14,2017-01-12,['DK'],Document,,,
280,2005-005089-34,2008-07-10,2014-11-13,2016-02-16,['GB'],Document,,,
281,2009-013837-92,2010-09-23,2016-09-03,2016-09-03,['BE'],Document,,,
282,2009-016196-29,2018-05-21,2019-04-19,2019-04-19,"['FR', 'ES', 'BE', 'PT', 'GB', 'DE', 'DK', 'AT', 'IT', 'CZ', 'GR']",Tabular,"{'Argentina': 21, 'Australia': 16, 'Austria': 9, 'Belgium': 43, 'Brazil': 2, 'Canada': 19, 'Czech Republic': 2, 'Denmark': 5, 'France': 8, 'Germany': 24, 'Greece': 3, 'Israel': 9, 'Italy': 34, 'Japan': 44, 'Mexico': 7, 'Poland': 13, 'Portugal': 3, 'Spain': 9, 'Switzerland': 10, 'United Kingdom': 22, 'United States': 121}",2010-11-23,
283,2009-016823-74,2011-03-21,2017-03-18,2017-03-18,['SE'],Document,,,
284,2010-022040-20,2012-11-01,2016-12-02,2016-12-02,['GB'],Document,,,
285,2010-022067-35,2012-10-16,2016-04-24,2016-04-24,['DE'],Document,,,
286,2010-022082-10,2011-09-08,2016-12-28,2016-12-28,"['GB', 'CZ', 'HU', 'BG']",Document,,,
287,2010-022084-36,2011-01-21,2015-08-09,2016-07-29,['DK'],Tabular,{'Denmark': 10},2010-10-24,
288,2007-005851-40,2009-10-15,2016-07-08,2016-07-08,"['BE', 'ES', 'FR', 'PL', 'IT']",Document,,,
289,2006-002679-42,2010-02-19,2019-10-04,2019-10-04,"['GB', 'DE']",Document,,,
290,2006-002688-26,2011-06-13,2014-12-06,2016-07-12,"['DE', 'FR', 'BE', 'FI', 'GR', 'AT', 'GB', 'IT', 'NL', 'HU', 'ES']",Document,,,
291,2010-022798-32,2011-10-14,2018-11-03,2018-11-03,"['GB', 'DE', 'ES', 'HU', 'IT', 'PL']",Tabular,"{'Poland': 51, 'Spain': 141, 'United Kingdom': 180, 'Germany': 16, 'Hungary': 129, 'Italy': 94}",2011-02-23,
292,2010-022803-24,2015-10-21,2016-11-03,2016-11-03,"['GB', 'FI', 'CZ', 'EE']",Tabular,"{'United Kingdom': 32, 'United States': 7, 'Czech Republic': 2, 'Estonia': 1, 'Finland': 27, 'France': 7}",2011-04-05,
293,2008-005149-48,2013-10-05,2015-07-29,2020-11-15,['FI'],Tabular,{'Finland': 87165},2009-05-04,
294,2007-002595-34,2009-11-06,2016-12-29,2016-12-29,['GB'],Document,,,
295,2009-011818-21,2015-05-12,2018-02-16,2018-02-16,['GB'],Tabular,{'United Kingdom': 11},2011-08-08,
296,2009-012546-23,2012-03-06,2017-01-06,2017-01-06,"['IE', 'DE', 'GB', 'CZ', 'AT', 'ES', 'FR', 'IT', 'HU', 'NL', 'PL', 'BG']",Document,,,
297,2009-012555-22,2009-09-10,2017-01-06,2017-06-24,['HU'],Document,,,
298,2008-001567-10,2008-08-28,2014-11-20,2016-02-12,['DE'],Document,,,
299,2008-001575-30,2010-08-25,2018-12-16,2018-12-16,['GB'],Document,,,
300,2010-020859-30,2016-02-16,2016-12-15,2016-12-15,"['BE', 'ES', 'DE', 'CZ', 'GB', 'HU', 'BG', 'LT', 'IT', 'EE']",Tabular,"{'South Africa': 16, 'Spain': 52, 'Taiwan': 25, 'Ukraine': 52, 'United Kingdom': 16, 'United States': 452, 'Australia': 35, 'Belgium': 10, 'Brazil': 79, 'Bulgaria': 48, 'Canada': 18, 'Czech Republic': 26, 'Estonia': 3, 'France': 20, 'Germany': 49, 'Hong Kong': 1, 'Hungary': 29, 'Israel': 32, 'Italy': 17, 'Korea, Republic of': 8, 'Lithuania': 26, 'Mexico': 25, 'Poland': 153, 'Romania': 47, 'Russian Federation': 11}",2011-07-20,
301,2010-020860-39,2012-06-05,2016-12-16,2016-12-16,"['GB', 'IT', 'PT']",Document,,,
302,2009-018014-20,2014-12-12,2016-07-28,2016-07-28,['GB'],Mixed,{'United Kingdom': 138},2010-09-02,
303,2009-018018-21,2010-12-14,2016-11-11,2016-11-11,['DE'],Document,,,
304,2008-005235-14,2014-08-15,2015-08-12,2016-06-05,"['ES', 'GB']",Tabular,"{'Australia': 16, 'Brazil': 25, 'Canada': 6, 'Hong Kong': 7, 'Korea, Republic of': 26, 'Puerto Rico': 1, 'Singapore': 5, 'Taiwan': 6, 'United States': 33, 'Poland': 29, 'Spain': 18, 'United Kingdom': 15}",2008-11-10,
305,2009-010270-37,2015-01-23,2015-08-13,2016-04-08,"['FR', 'ES', 'IT']",Tabular,"{'Spain': 5, 'France': 21, 'Italy': 6, 'Canada': 1, 'United States': 18}",2009-08-31,
306,2009-012040-16,2015-04-28,2016-05-08,2016-06-25,"['DE', 'BE', 'CZ', 'GB', 'HU', 'GR', 'BG']",Tabular,"{'Spain': 39, 'United Kingdom': 20, 'Belgium': 4, 'Bulgaria': 5, 'Cyprus': 1, 'Czech Republic': 61, 'Germany': 25, 'Hungary': 19, 'Israel': 2, 'Poland': 7, 'Russian Federation': 49}",2009-10-01,
307,2009-012051-20,2011-06-28,2016-07-08,2016-07-08,['FR'],Document,,,
308,2008-008240-25,2010-07-18,2016-07-07,2016-07-07,"['FR', 'BE', 'SI', 'GB', 'ES', 'DK']",Document,,,
309,2010-019879-29,2012-07-06,2018-01-26,2018-01-26,['ES'],Tabular,{'Spain': 54},2010-07-07,
310,2008-004451-30,2010-06-03,2018-01-27,2018-01-27,"['DE', 'IT']",Document,,,
311,2009-012769-74,2012-10-23,2015-08-01,2016-03-23,"['FI', 'DE']",Tabular,"{'Finland': 4, 'Germany': 5, 'United States': 11, 'Canada': 3}",2009-11-11,
312,2010-021558-21,2012-01-25,2016-07-28,2016-07-28,"['HU', 'GB', 'DE', 'CZ', 'SK']",Document,,,
313,2010-021569-58,2012-01-05,2015-07-02,2018-09-16,['FI'],Tabular,"{'Dominican Republic': 265, 'Finland': 456}",2010-12-09,
314,2005-001496-35,2008-09-10,2016-12-15,2016-12-15,['GB'],Document,,,
315,2009-017490-38,2011-11-02,2016-03-23,2016-03-23,"['DE', 'ES']",Document,,,
316,2009-014699-24,2013-03-14,2016-12-17,2016-12-17,['CZ'],Document,,,
317,2010-021297-11,2016-08-10,2017-07-28,2017-07-28,"['DE', 'NL', 'ES', 'IT', 'NO', 'AT', 'SE', 'GR', 'GB', 'HU']",Tabular,"{'Spain': 50, 'Sweden': 17, 'Switzerland': 26, 'Taiwan': 27, 'Turkey': 45, 'United Kingdom': 38, 'United States': 308, 'Argentina': 33, 'Austria': 20, 'Brazil': 7, 'Canada': 19, 'France': 45, 'Germany': 82, 'Greece': 44, 'Hungary': 13, 'India': 55, 'Israel': 22, 'Italy': 54, 'Korea, Republic of': 62, 'Mexico': 31, 'Netherlands': 31, 'New Zealand': 7, 'Norway': 13, 'Poland': 63, 'Puerto Rico': 3, 'Romania': 77, 'Russian Federation': 61}",2010-12-03,
318,2009-015911-42,2014-08-08,2016-04-06,2016-04-06,['NL'],Tabular,"{'United States': 164, 'Netherlands': 37}",2010-03-26,
319,2009-015914-23,2010-05-18,2016-08-06,2016-08-06,['GB'],Document,,,
320,2010-019820-30,2017-08-28,2018-09-08,2018-09-08,"['BE', 'GB', 'DE', 'GR', 'IT', 'CZ', 'NL', 'ES', 'SE', 'DK']",Tabular,"{'Spain': 50, 'Sweden': 6, 'Switzerland': 16, 'United Kingdom': 40, 'United States': 3, 'Australia': 22, 'Belgium': 24, 'Canada': 52, 'Denmark': 10, 'France': 74, 'Germany': 69, 'Greece': 31, 'Italy': 40, 'Netherlands': 9, 'Russian Federation': 9}",2011-03-18,
321,2009-016361-28,2017-09-11,2018-03-25,2018-03-25,"['PL', 'IT', 'Outside EU/EEA']",Tabular,"{'South Africa': 56, 'Thailand': 2, 'Brazil': 1, 'Chile': 7, 'Mexico': 13, 'Peru': 3}",2010-11-18,
322,2010-020395-28,2013-05-13,2019-07-06,2019-07-06,"['ES', 'DE', 'DK']",Document,,,
323,2010-020398-18,2012-12-12,2016-12-03,2016-12-03,"['FI', 'NL', 'HU', 'AT', 'GB', 'BE', 'CZ', 'SE', 'PT', 'LT', 'SK', 'DK', 'GR', 'DE', 'SI', 'IT', 'BG', 'ES']",Document,,,
324,2007-000835-24,2008-08-01,2016-09-30,2016-09-30,"['DE', 'CZ', 'AT', 'BE', 'BG', 'GB', 'ES']",Document,,,
325,2007-000847-89,2008-09-16,2019-04-13,2019-04-13,['GB'],Document,,,
326,2010-020061-24,2014-06-20,2015-08-06,2016-07-13,"['IE', 'GB', 'IT']",Tabular,"{'United Kingdom': 8, 'Ireland': 2, 'Italy': 10}",2010-10-27,
327,2010-019844-38,2012-10-29,2016-07-17,2016-07-17,"['ES', 'SK', 'CZ', 'HU', 'GB', 'DE', 'NL', 'GR']",Document,,,
328,2008-005277-35,2011-10-17,2015-02-15,2016-04-27,"['NL', 'IE', 'SK', 'FR', 'IT', 'BG']",Document,,,
329,2010-022257-41,2012-03-28,2016-05-20,2016-05-20,"['LV', 'DE', 'FI', 'RO']",Document,,,
330,2010-022265-10,2013-10-14,2016-04-14,2016-04-14,['Outside EU/EEA'],Tabular,{'Philippines': 300},2010-12-08,
331,2007-004169-16,2010-09-14,2016-01-30,2016-01-30,['ES'],Document,,,
332,2009-017470-20,2014-04-23,2016-05-29,2016-05-29,['FR'],Tabular,{'France': 3},2010-06-23,
333,2009-009194-99,2012-04-23,2016-09-15,2016-09-15,['ES'],Document,,,
334,2009-010720-26,2010-09-18,2016-07-09,2016-07-09,"['GB', 'EE', 'HU', 'PL', 'BG']",Document,,,
335,2009-016243-20,2012-03-19,2016-07-15,2016-07-15,"['BE', 'IE']",Document,,,
336,2009-016261-28,2010-04-19,2015-06-06,2016-06-08,['DE'],Document,,,
337,2008-003290-41,2009-09-03,2018-11-29,2018-11-29,"['BE', 'IE']",Document,,,
338,2010-021336-33,2016-11-30,2017-10-14,2017-10-14,"['DE', 'ES', 'FI', 'IE', 'AT', 'IT', 'GB', 'BE', 'NL', 'DK', 'PT', 'NO']",Tabular,"{'South Africa': 1, 'Spain': 35, 'Switzerland': 5, 'Taiwan': 2, 'Ukraine': 6, 'United Kingdom': 2, 'United States': 28, 'Australia': 25, 'Belgium': 6, 'Brazil': 6, 'Canada': 6, 'China': 39, 'Finland': 1, 'France': 15, 'Germany': 6, 'Hong Kong': 3, 'Ireland': 1, 'Italy': 36, 'Japan': 32, 'Korea, Republic of': 55, 'Luxembourg': 2, 'Mexico': 4, 'Netherlands': 1, 'Norway': 1, 'Portugal': 1, 'Russian Federation': 10, 'Singapore': 14}",2011-01-13,
339,2010-021337-31,2013-08-28,2015-07-31,2016-06-30,"['GB', 'ES', 'PT']",Tabular,"{'Spain': 11, 'United Kingdom': 9, 'United States': 41, 'Canada': 8, 'France': 8, 'Germany': 17, 'Portugal': 12}",2011-09-19,
340,2007-007174-35,2010-03-12,2019-09-21,2019-09-21,['DE'],Document,,,
341,2007-007198-21,2012-07-06,2016-11-23,2016-11-23,"['DE', 'ES', 'FR']",Document,,,
342,2011-000347-25,2012-07-13,2015-04-09,2016-05-16,"['FI', 'SE', 'CZ', 'DE', 'EE', 'NL', 'DK', 'NO']",Document,,,
343,2011-000379-15,2012-09-10,2016-11-03,2016-11-03,['DE'],Document,,,
344,2011-000385-35,2015-05-12,2016-02-05,2016-02-05,['IT'],Tabular,{'Italy': 132},2011-12-05,
345,2010-021722-35,2012-07-16,2018-08-23,2018-08-23,['GB'],Document,,,
346,2010-021734-59,2014-06-19,2015-07-26,2016-07-23,"['GB', 'ES', 'DE', 'IT']",Tabular,"{'Spain': 119, 'United Kingdom': 72, 'France': 21, 'Germany': 51, 'Italy': 26, 'Brazil': 28, 'United States': 119, 'Switzerland': 17}",2011-10-04,
347,2010-023062-40,,2018-02-15,2018-02-15,['GB'],Tabular,{'United States': 110},2011-01-11,
348,2010-023070-40,2013-12-02,2015-07-28,2016-03-15,"['FR', 'GB', 'NL', 'DE', 'IT', 'ES', 'GR', 'AT']",Tabular,"{'South Africa': 2, 'Taiwan': 1, 'Turkey': 1, 'United Kingdom': 2, 'United States': 3, 'Italy': 1, 'Malaysia': 2, 'Romania': 1}",2012-06-08,
349,2011-000554-31,2013-06-28,2016-11-10,2016-11-10,"['GB', 'SE']",Document,,,
350,2010-022178-14,2011-12-20,2020-01-01,2020-01-01,"['PL', 'CZ', 'BG']",Tabular,"{'United States': 269, 'Bulgaria': 90, 'Czech Republic': 19, 'Poland': 35}",2010-12-13,
351,2010-021236-34,2011-03-18,2016-10-13,2016-10-13,['DE'],Document,,,
352,2011-001612-62,2015-12-12,2018-10-31,2018-10-31,['BE'],Mixed,{'Belgium': 498},2011-09-19,
353,2010-021529-11,2014-07-08,2015-07-26,2017-09-18,"['BE', 'DE', 'NL', 'ES', 'SK']",Tabular,"{'Australia': 11, 'Belgium': 2, 'Canada': 11, 'France': 36, 'Germany': 15, 'Netherlands': 13, 'Poland': 17, 'Russian Federation': 42, 'South Africa': 3, 'Spain': 6, 'United States': 24}",2011-04-01,
354,2010-021531-13,2014-02-26,2016-11-09,2016-11-09,['GB'],Tabular,{'United Kingdom': 38},2011-05-24,
355,2010-020412-11,2011-08-26,2015-06-27,2016-02-22,"['DE', 'Outside EU/EEA']",Tabular,"{'Ukraine': 88, 'United States': 147, 'Germany': 65, 'Peru': 173, 'Poland': 110}",2010-09-14,
356,2010-020413-90,2014-04-29,2015-08-08,2016-07-13,"['DE', 'BE', 'GB', 'IE']",Tabular,"{'United Kingdom': 3, 'United States': 227, 'Australia': 40, 'Belgium': 6, 'France': 4, 'Germany': 24, 'New Zealand': 7}",2010-10-18,
357,2010-021451-12,2014-04-11,2015-08-05,2016-07-08,['GB'],Mixed,{'United Kingdom': 95},2011-01-03,
358,2011-001460-22,2015-06-16,2016-03-06,2016-06-25,"['GB', 'DE']",Tabular,"{'United Kingdom': 19, 'France': 8, 'Germany': 19, 'Canada': 5, 'United States': 36}",2012-03-13,
